Date,Ping,Download-Speed,Upload-Speed
Thu Feb  9 20:15:01  2017,x,x,x
Thu Feb  9 20:30:01  2017,x,x,x
Thu Feb  9 20:45:01  2017,x,x,x
Thu Feb  9 21:00:01  2017,x,x,x
Thu Feb  9 21:15:01  2017,x,x,x
Thu Feb  9 21:30:01  2017,x,x,x
Thu Feb  9 21:45:01  2017,x,x,x
Thu Feb  9 22:00:01  2017,x,x,x
Thu Feb  9 22:15:01  2017,x,x,x
Thu Feb  9 22:30:01  2017,x,x,x
Thu Feb  9 22:45:01  2017,x,x,x
Thu Feb  9 23:00:01  2017,x,x,x
Thu Feb  9 23:15:01  2017,x,x,x
Thu Feb  9 23:30:01  2017,x,x,x
Thu Feb  9 23:45:01  2017,x,x,x
Fri Feb 10 00:00:01  2017,x,x,x
Fri Feb 10 00:15:01  2017,x,x,x
Fri Feb 10 00:30:01  2017,x,x,x
Fri Feb 10 00:45:01  2017,x,x,x
Fri Feb 10 01:00:01  2017,x,x,x
Fri Feb 10 01:15:01  2017,x,x,x
Fri Feb 10 01:30:01  2017,x,x,x
Fri Feb 10 01:45:01  2017,x,x,x
Fri Feb 10 02:00:01  2017,x,x,x
Fri Feb 10 02:15:01  2017,x,x,x
Fri Feb 10 02:30:02  2017,x,x,x
Fri Feb 10 02:45:01  2017,x,x,x
Fri Feb 10 03:00:01  2017,x,x,x
Fri Feb 10 03:15:01  2017,x,x,x
Fri Feb 10 03:30:01  2017,x,x,x
Fri Feb 10 03:45:01  2017,x,x,x
Fri Feb 10 04:00:01  2017,x,x,x
Fri Feb 10 04:15:02  2017,x,x,x
Fri Feb 10 04:30:01  2017,x,x,x
Fri Feb 10 04:45:01  2017,36.855 ,5.89 ,13.05 
Fri Feb 10 05:00:01  2017,x,x,x
Fri Feb 10 05:15:01  2017,x,x,x
Fri Feb 10 05:30:01  2017,x,x,x
Fri Feb 10 05:45:01  2017,x,x,x
Fri Feb 10 06:00:01  2017,x,x,x
Fri Feb 10 06:15:02  2017,x,x,x
Fri Feb 10 06:30:01  2017,x,x,x
Fri Feb 10 06:45:01  2017,x,x,x
Fri Feb 10 07:00:02  2017,x,x,x
Fri Feb 10 07:15:01  2017,x,x,x
Fri Feb 10 07:30:01  2017,x,x,x
Fri Feb 10 07:45:01  2017,43.978 ,3.05 ,4.47
Fri Feb 10 08:00:01  2017,x,x,x
Fri Feb 10 08:15:01  2017,x,x,x
Fri Feb 10 08:30:01  2017,x,x,x
Fri Feb 10 08:45:01  2017,x,x,x
Fri Feb 10 09:00:01  2017,x,x,x
Fri Feb 10 09:15:01  2017,x,x,x
Fri Feb 10 09:30:01  2017,x,x,x
Fri Feb 10 09:45:01  2017,x,x,x
Fri Feb 10 10:00:01  2017,x,x,x
Fri Feb 10 10:15:01  2017,x,x,x
Fri Feb 10 10:30:01  2017,x,x,x
Fri Feb 10 10:45:01  2017,x,x,x
Fri Feb 10 11:00:01  2017,x,x,x
Fri Feb 10 11:15:01  2017,x,x,x
Fri Feb 10 11:30:01  2017,x,x,x
Fri Feb 10 11:45:01  2017,x,x,x
Fri Feb 10 12:00:01  2017,x,x,x
Fri Feb 10 12:15:01  2017,x,x,x
Fri Feb 10 12:30:01  2017,x,x,x
Fri Feb 10 12:45:01  2017,x,x,x
Fri Feb 10 13:00:01  2017,x,x,x
Fri Feb 10 13:15:01  2017,x,x,x
Fri Feb 10 13:30:01  2017,x,x,x
Fri Feb 10 13:45:01  2017,x,x,x
Fri Feb 10 14:00:01  2017,x,x,x
Fri Feb 10 14:15:01  2017,x,x,x
Fri Feb 10 14:30:01  2017,x,x,x
Fri Feb 10 14:45:01  2017,x,x,x
Fri Feb 10 15:00:01  2017,x,x,x
Fri Feb 10 15:15:01  2017,x,x,x
Fri Feb 10 15:30:01  2017,x,x,x
Fri Feb 10 15:45:01  2017,x,x,x
Fri Feb 10 16:00:01  2017,x,x,x
Fri Feb 10 16:15:01  2017,x,x,x
Fri Feb 10 16:30:01  2017,x,x,x
Fri Feb 10 16:45:01  2017,x,x,x
Fri Feb 10 17:00:01  2017,x,x,x
Fri Feb 10 17:15:01  2017,x,x,x
Fri Feb 10 17:30:01  2017,x,x,x
Fri Feb 10 17:45:01  2017,x,x,x
Fri Feb 10 18:00:01  2017,x,x,x
Fri Feb 10 18:15:01  2017,x,x,x
Fri Feb 10 18:30:01  2017,x,x,x
Fri Feb 10 18:45:01  2017,x,x,x
Fri Feb 10 19:00:01  2017,x,x,x
Fri Feb 10 19:15:01  2017,x,x,x
Fri Feb 10 19:30:01  2017,x,x,x
Fri Feb 10 19:45:01  2017,x,x,x
Fri Feb 10 20:00:02  2017,x,x,x
Fri Feb 10 20:15:01  2017,x,x,x
Fri Feb 10 20:30:01  2017,x,x,x
Fri Feb 10 20:45:01  2017,x,x,x
Fri Feb 10 21:00:01  2017,x,x,x
Fri Feb 10 21:15:01  2017,x,x,x
Fri Feb 10 21:30:01  2017,x,x,x
Fri Feb 10 21:45:01  2017,x,x,x
Fri Feb 10 22:00:02  2017,x,x,x
Fri Feb 10 22:15:01  2017,x,x,x
Fri Feb 10 22:30:01  2017,x,x,x
Fri Feb 10 22:45:01  2017,x,x,x
Fri Feb 10 23:00:01  2017,x,x,x
Fri Feb 10 23:15:01  2017,x,x,x
Fri Feb 10 23:30:01  2017,x,x,x
Fri Feb 10 23:45:01  2017,x,x,x
Sat Feb 11 00:00:02  2017,x,x,x
Sat Feb 11 00:15:01  2017,x,x,x
Sat Feb 11 00:30:01  2017,x,x,x
Sat Feb 11 00:45:01  2017,x,x,x
Sat Feb 11 01:00:01  2017,x,x,x
Sat Feb 11 01:15:01  2017,x,x,x
Sat Feb 11 01:30:01  2017,x,x,x
Sat Feb 11 01:45:01  2017,x,x,x
Sat Feb 11 02:00:01  2017,x,x,x
Sat Feb 11 02:15:02  2017,37.888 ,0.91 ,3.44
Sat Feb 11 02:30:02  2017,x,x,x
Sat Feb 11 02:45:01  2017,x,x,x
Sat Feb 11 03:00:01  2017,x,x,x
Sat Feb 11 03:15:01  2017,x,x,x
Sat Feb 11 03:30:02  2017,x,x,x
Sat Feb 11 03:45:01  2017,x,x,x
Sat Feb 11 04:00:01  2017,x,x,x
Sat Feb 11 04:15:01  2017,x,x,x
Sat Feb 11 04:30:02  2017,x,x,x
Sat Feb 11 04:45:01  2017,x,x,x
Sat Feb 11 05:00:02  2017,x,x,x
Sat Feb 11 05:15:02  2017,x,x,x
Sat Feb 11 05:30:02  2017,x,x,x
Sat Feb 11 05:45:01  2017,x,x,x
Sat Feb 11 06:00:01  2017,x,x,x
Sat Feb 11 06:15:01  2017,x,x,x
Sat Feb 11 06:30:02  2017,x,x,x
Sat Feb 11 06:45:02  2017,x,x,x
Sat Feb 11 07:00:01  2017,x,x,x
Sat Feb 11 07:15:02  2017,x,x,x
Sat Feb 11 07:30:02  2017,x,x,x
Sat Feb 11 07:45:04  2017,x,x,x
Sat Feb 11 08:00:01  2017,x,x,x
Sat Feb 11 08:15:01  2017,x,x,x
Sat Feb 11 08:30:01  2017,x,x,x
Sat Feb 11 08:45:02  2017,x,x,x
Sat Feb 11 09:00:01  2017,x,x,x
Sat Feb 11 09:15:01  2017,x,x,x
Sat Feb 11 09:30:01  2017,x,x,x
Sat Feb 11 09:45:01  2017,x,x,x
Sat Feb 11 10:00:01  2017,x,x,x
Sat Feb 11 10:15:01  2017,x,x,x
Sat Feb 11 10:30:01  2017,x,x,x
Sat Feb 11 10:45:01  2017,x,x,x
Sat Feb 11 11:00:01  2017,x,x,x
Sat Feb 11 11:15:01  2017,x,x,x
Sat Feb 11 11:30:02  2017,x,x,x
Sat Feb 11 11:45:01  2017,x,x,x
Sat Feb 11 12:00:01  2017,x,x,x
Sat Feb 11 12:15:01  2017,x,x,x
Sat Feb 11 12:30:01  2017,x,x,x
Sat Feb 11 12:45:01  2017,x,x,x
Sat Feb 11 13:00:04  2017,x,x,x
Sat Feb 11 13:15:05  2017,x,x,x
Sat Feb 11 13:30:02  2017,x,x,x
Sat Feb 11 13:45:02  2017,x,x,x
Sat Feb 11 14:00:01  2017,x,x,x
Sat Feb 11 14:15:02  2017,x,x,x
Sat Feb 11 14:30:01  2017,x,x,x
Sat Feb 11 14:45:01  2017,x,x,x
Sat Feb 11 15:00:01  2017,x,x,x
Sat Feb 11 15:15:04  2017,x,x,x
Sat Feb 11 15:30:02  2017,x,x,x
Sat Feb 11 15:45:01  2017,x,x,x
Sat Feb 11 16:00:02  2017,x,x,x
Sat Feb 11 16:15:01  2017,x,x,x
Sat Feb 11 16:30:01  2017,x,x,x
Sat Feb 11 16:45:01  2017,x,x,x
Sat Feb 11 17:00:03  2017,x,x,x
Sat Feb 11 17:15:01  2017,x,x,x
Sat Feb 11 17:30:05  2017,x,x,x
Sat Feb 11 17:45:01  2017,x,x,x
Sat Feb 11 18:00:01  2017,x,x,x
Sat Feb 11 18:15:03  2017,x,x,x
Sat Feb 11 18:30:04  2017,x,x,x
Sat Feb 11 18:45:02  2017,x,x,x
Sat Feb 11 19:00:01  2017,x,x,x
Sat Feb 11 19:15:01  2017,x,x,x
Sat Feb 11 19:30:04  2017,x,x,x
Sat Feb 11 19:45:01  2017,x,x,x
Sat Feb 11 20:00:02  2017,x,x,x
Sat Feb 11 20:15:01  2017,x,x,x
Sat Feb 11 20:30:04  2017,x,x,x
Sat Feb 11 20:45:03  2017,x,x,x
Sat Feb 11 21:00:01  2017,x,x,x
Sat Feb 11 21:15:02  2017,x,x,x
Sat Feb 11 21:30:02  2017,x,x,x
Sat Feb 11 21:45:01  2017,x,x,x
Sat Feb 11 22:00:02  2017,x,x,x
Sat Feb 11 22:15:04  2017,x,x,x
Sat Feb 11 22:30:01  2017,x,x,x
Sat Feb 11 22:45:01  2017,x,x,x
Sat Feb 11 23:00:01  2017,x,x,x
Sat Feb 11 23:15:44  2017,x,x,x
Sat Feb 11 23:30:05  2017,x,x,x
Sat Feb 11 23:45:01  2017,x,x,x
Sun Feb 12 00:00:02  2017,x,x,x
Sun Feb 12 00:15:01  2017,x,x,x
Sun Feb 12 00:30:01  2017,x,x,x
Sun Feb 12 00:45:08  2017,x,x,x
Sun Feb 12 01:00:01  2017,x,x,x
Sun Feb 12 01:15:03  2017,x,x,x
Sun Feb 12 01:30:01  2017,x,x,x
Sun Feb 12 01:45:04  2017,x,x,x
Sun Feb 12 02:00:02  2017,x,x,x
Sun Feb 12 02:15:01  2017,x,x,x
Sun Feb 12 02:30:01  2017,x,x,x
Sun Feb 12 02:45:02  2017,x,x,x
Sun Feb 12 03:00:09  2017,x,x,x
Sun Feb 12 03:15:01  2017,x,x,x
Sun Feb 12 03:30:22  2017,x,x,x
Sun Feb 12 03:45:01  2017,x,x,x
Sun Feb 12 04:00:02  2017,x,x,x
Sun Feb 12 04:15:01  2017,x,x,x
Sun Feb 12 04:30:02  2017,x,x,x
Sun Feb 12 04:45:01  2017,x,x,x
Sun Feb 12 05:00:02  2017,x,x,x
Sun Feb 12 05:15:02  2017,x,x,x
Sun Feb 12 05:30:06  2017,x,x,x
Sun Feb 12 05:45:01  2017,x,x,x
Sun Feb 12 06:00:06  2017,x,x,x
Sun Feb 12 06:15:07  2017,x,x,x
Sun Feb 12 06:30:05  2017,x,x,x
Sun Feb 12 06:45:06  2017,x,x,x
Sun Feb 12 07:00:15  2017,x,x,x
Sun Feb 12 07:15:05  2017,x,x,x
Sun Feb 12 07:30:06  2017,x,x,x
Sun Feb 12 07:45:01  2017,x,x,x
Sun Feb 12 08:00:02  2017,x,x,x
Sun Feb 12 08:15:01  2017,x,x,x
Sun Feb 12 08:30:01  2017,x,x,x
Sun Feb 12 08:45:02  2017,x,x,x
Sun Feb 12 09:00:02  2017,x,x,x
Sun Feb 12 09:15:02  2017,x,x,x
Sun Feb 12 09:30:01  2017,x,x,x
Sun Feb 12 09:45:13  2017,x,x,x
Sun Feb 12 10:00:13  2017,x,x,x
Sun Feb 12 10:15:02  2017,x,x,x
Sun Feb 12 10:30:08  2017,x,x,x
Sun Feb 12 10:45:03  2017,x,x,x
Sun Feb 12 11:00:07  2017,x,x,x
Sun Feb 12 11:15:07  2017,x,x,x
Sun Feb 12 11:30:02  2017,x,x,x
Sun Feb 12 11:45:17  2017,x,x,x
Sun Feb 12 12:00:10  2017,x,x,x
Sun Feb 12 12:15:06  2017,x,x,x
Sun Feb 12 12:30:02  2017,x,x,x
Sun Feb 12 12:45:01  2017,x,x,x
Sun Feb 12 13:00:02  2017,x,x,x
Sun Feb 12 13:15:10  2017,x,x,x
Sun Feb 12 13:30:11  2017,x,x,x
Sun Feb 12 13:45:10  2017,x,x,x
Sun Feb 12 14:00:05  2017,x,x,x
Sun Feb 12 14:15:01  2017,x,x,x
Sun Feb 12 14:30:07  2017,x,x,x
Sun Feb 12 14:45:12  2017,x,x,x
Sun Feb 12 15:00:11  2017,x,x,x
Sun Feb 12 15:15:07  2017,x,x,x
Sun Feb 12 15:30:14  2017,x,x,x
Sun Feb 12 15:45:14  2017,x,x,x
Sun Feb 12 16:00:06  2017,x,x,x
Sun Feb 12 16:15:08  2017,x,x,x
Sun Feb 12 16:30:12  2017,x,x,x
Sun Feb 12 16:45:02  2017,x,x,x
Sun Feb 12 17:00:14  2017,x,x,x
Sun Feb 12 17:15:04  2017,x,x,x
Sun Feb 12 17:30:04  2017,x,x,x
Sun Feb 12 17:45:06  2017,x,x,x
Sun Feb 12 18:00:07  2017,x,x,x
Sun Feb 12 18:15:08  2017,x,x,x
Sun Feb 12 18:30:12  2017,x,x,x
Sun Feb 12 18:45:14  2017,x,x,x
Sun Feb 12 19:00:12  2017,x,x,x
Sun Feb 12 19:15:06  2017,x,x,x
Sun Feb 12 19:30:19  2017,x,x,x
Sun Feb 12 19:45:09  2017,x,x,x
Sun Feb 12 20:00:15  2017,x,x,x
Sun Feb 12 20:15:23  2017,x,x,x
Sun Feb 12 20:30:17  2017,x,x,x
Sun Feb 12 20:45:06  2017,x,x,x
Sun Feb 12 21:00:14  2017,x,x,x
Sun Feb 12 21:15:32  2017,x,x,x
Sun Feb 12 21:30:13  2017,x,x,x
Sun Feb 12 21:45:11  2017,x,x,x
Sun Feb 12 22:00:10  2017,x,x,x
Sun Feb 12 22:15:07  2017,x,x,x
Sun Feb 12 22:30:05  2017,x,x,x
Sun Feb 12 22:45:18  2017,x,x,x
Sun Feb 12 23:00:18  2017,x,x,x
Sun Feb 12 23:15:17  2017,x,x,x
Sun Feb 12 23:30:13  2017,x,x,x
Sun Feb 12 23:45:18  2017,x,x,x
Mon Feb 13 00:00:07  2017,x,x,x
Mon Feb 13 00:15:14  2017,x,x,x
Mon Feb 13 00:30:18  2017,x,x,x
Mon Feb 13 00:45:08  2017,x,x,x
Mon Feb 13 01:00:14  2017,x,x,x
Mon Feb 13 01:15:06  2017,x,x,x
Mon Feb 13 01:30:03  2017,x,x,x
Mon Feb 13 01:45:13  2017,x,x,x
Mon Feb 13 02:00:10  2017,x,x,x
Mon Feb 13 02:15:05  2017,x,x,x
Mon Feb 13 02:30:04  2017,x,x,x
Mon Feb 13 02:45:08  2017,x,x,x
Mon Feb 13 03:00:05  2017,x,x,x
Mon Feb 13 03:15:09  2017,x,x,x
Mon Feb 13 03:30:16  2017,x,x,x
Mon Feb 13 03:45:07  2017,x,x,x
Mon Feb 13 04:00:15  2017,x,x,x
Mon Feb 13 04:15:24  2017,x,x,x
Mon Feb 13 04:30:12  2017,x,x,x
Mon Feb 13 04:45:11  2017,x,x,x
Mon Feb 13 05:00:38  2017,37.814 ,0.00 ,0.00 
Mon Feb 13 05:15:04  2017,36.264 ,8.45 ,0.00 
Mon Feb 13 05:30:17  2017,x,x,x
Mon Feb 13 05:45:19  2017,33.161 ,7.23 ,12.44 
Mon Feb 13 06:00:13  2017,x,x,x
Mon Feb 13 06:15:02  2017,39.532 ,8.78, 13.02
Mon Feb 13 06:30:09  2017,x,x,x
Mon Feb 13 06:45:19  2017,x,x,x
Mon Feb 13 07:00:24  2017,x,x,x
Mon Feb 13 07:15:11  2017,x,x,x
Mon Feb 13 07:30:08  2017,52.058, 10.56 ,6.90 
Mon Feb 13 07:45:13  2017,47.985 ,2.88 ,0.00
Mon Feb 13 08:00:28  2017,x,x,x
Mon Feb 13 08:15:26  2017,x,x,x
Mon Feb 13 08:30:09  2017,x,x,x
Mon Feb 13 08:45:12  2017,x,x,x
Mon Feb 13 09:00:03  2017,x,x,x
Mon Feb 13 09:15:07  2017,x,x,x
Mon Feb 13 09:30:05  2017,x,x,x
Mon Feb 13 09:45:04  2017,x,x,x
Mon Feb 13 10:00:13  2017,x,x,x
Mon Feb 13 10:15:05  2017,x,x,x
Mon Feb 13 10:30:17  2017,x,x,x
Mon Feb 13 10:45:12  2017,x,x,x
Mon Feb 13 11:00:12  2017,x,x,x
Mon Feb 13 11:15:01  2017,x,x,x
Mon Feb 13 11:30:10  2017,x,x,x
Mon Feb 13 11:45:11  2017,x,x,x
Mon Feb 13 12:00:14  2017,x,x,x
Mon Feb 13 12:15:10  2017,x,x,x
Mon Feb 13 12:30:11  2017,x,x,x
Mon Feb 13 12:45:05  2017,x,x,x
Mon Feb 13 13:00:04  2017,x,x,x
Mon Feb 13 13:15:05  2017,x,x,x
Mon Feb 13 13:30:05  2017,x,x,x
Mon Feb 13 13:45:17  2017,x,x,x
Mon Feb 13 14:00:10  2017,x,x,x
Mon Feb 13 14:15:22  2017,x,x,x
Mon Feb 13 14:30:26  2017,x,x,x
Mon Feb 13 14:45:08  2017,x,x,x
Mon Feb 13 15:00:06  2017,x,x,x
Mon Feb 13 15:15:02  2017,x,x,x
Mon Feb 13 15:30:22  2017,x,x,x
Mon Feb 13 15:45:27  2017,x,x,x
Mon Feb 13 16:00:16  2017,x,x,x
Mon Feb 13 16:15:04  2017,x,x,x
Mon Feb 13 16:30:10  2017,x,x,x
Mon Feb 13 16:45:14  2017,x,x,x
Mon Feb 13 17:00:18  2017,x,x,x
Mon Feb 13 17:15:02  2017,x,x,x
Mon Feb 13 17:30:20  2017,x,x,x
Mon Feb 13 17:45:07  2017,x,x,x
Mon Feb 13 18:00:26  2017,x,x,x
Mon Feb 13 18:15:17  2017,x,x,x
Mon Feb 13 18:30:12  2017,x,x,x
Mon Feb 13 18:45:10  2017,x,x,x
Mon Feb 13 19:00:07  2017,x,x,x
Mon Feb 13 19:15:11  2017,x,x,x
Mon Feb 13 19:30:11  2017,x,x,x
Mon Feb 13 19:45:08  2017,x,x,x
Mon Feb 13 20:00:14  2017,x,x,x
Mon Feb 13 20:15:15  2017,x,x,x
Mon Feb 13 20:30:02  2017,x,x,x
Mon Feb 13 20:45:12  2017,x,x,x
Mon Feb 13 21:00:07  2017,x,x,x
Mon Feb 13 21:15:17  2017,x,x,x
Mon Feb 13 21:30:06  2017,x,x,x
Mon Feb 13 21:45:04  2017,x,x,x
Mon Feb 13 22:00:18  2017,x,x,x
Mon Feb 13 22:15:08  2017,x,x,x
Mon Feb 13 22:30:03  2017,x,x,x
Mon Feb 13 22:45:03  2017,x,x,x
Mon Feb 13 23:00:13  2017,x,x,x
Mon Feb 13 23:15:02  2017,x,x,x
Mon Feb 13 23:30:04  2017,x,x,x
Mon Feb 13 23:45:03  2017,x,x,x
Tue Feb 14 00:00:22  2017,x,x,x
Tue Feb 14 00:15:38  2017,x,x,x
Tue Feb 14 00:30:12  2017,x,x,x
Tue Feb 14 00:45:14  2017,x,x,x
Tue Feb 14 01:00:05  2017,x,x,x
Tue Feb 14 01:15:06  2017,x,x,x
Tue Feb 14 01:30:11  2017,x,x,x
Tue Feb 14 01:45:06  2017,x,x,x
Tue Feb 14 02:00:15  2017,x,x,x
Tue Feb 14 02:15:13  2017,x,x,x
Tue Feb 14 02:30:17  2017,x,x,x
Tue Feb 14 02:45:10  2017,x,x,x
Tue Feb 14 03:00:10  2017,x,x,x
Tue Feb 14 03:15:14  2017,x,x,x
Tue Feb 14 03:30:35  2017,x,x,x
Tue Feb 14 03:45:20  2017,x,x,x
Tue Feb 14 04:00:26  2017,x,x,x
Tue Feb 14 04:15:03  2017,x,x,x
Tue Feb 14 04:30:18  2017,x,x,x
Tue Feb 14 04:45:12  2017,x,x,x
Tue Feb 14 05:00:19  2017,x,x,x
Tue Feb 14 05:15:04  2017,x,x,x
Tue Feb 14 05:30:22  2017,x,x,x
Tue Feb 14 05:45:03  2017,x,x,x
Tue Feb 14 06:00:11  2017,x,x,x
Tue Feb 14 06:15:14  2017,x,x,x
Tue Feb 14 06:30:10  2017,x,x,x
Tue Feb 14 06:45:13  2017,x,x,x
Tue Feb 14 07:00:09  2017,x,x,x
Tue Feb 14 07:15:10  2017,x,x,x
Tue Feb 14 07:30:05  2017,x,x,x
Tue Feb 14 07:45:29  2017,x,x,x
Tue Feb 14 08:00:49  2017,x,x,x
Tue Feb 14 08:15:58  2017,x,x,x
Tue Feb 14 08:33:23  2017,x,x,x
Tue Feb 14 08:57:01  2017,x,x,x
Tue Feb 14 09:12:34  2017,x,x,x
Tue Feb 14 09:21:05  2017,x,x,x
Tue Feb 14 09:30:08  2017,x,x,x
Tue Feb 14 09:45:06  2017,x,x,x
Tue Feb 14 10:00:14  2017,x,x,x
Tue Feb 14 10:15:12  2017,x,x,x
Tue Feb 14 10:30:09  2017,x,x,x
Tue Feb 14 10:45:18  2017,x,x,x
Tue Feb 14 11:00:20  2017,x,x,x
Tue Feb 14 11:15:06  2017,x,x,x
Tue Feb 14 11:30:03  2017,x,x,x
Tue Feb 14 11:45:06  2017,x,x,x
Tue Feb 14 12:00:06  2017,x,x,x
Tue Feb 14 12:15:24  2017,x,x,x
Tue Feb 14 12:30:15  2017,x,x,x
Tue Feb 14 12:45:13  2017,x,x,x
Tue Feb 14 13:00:04  2017,x,x,x
Tue Feb 14 13:15:03  2017,x,x,x
Tue Feb 14 13:30:07  2017,x,x,x
Tue Feb 14 13:45:03  2017,x,x,x
Tue Feb 14 14:00:25  2017,x,x,x
Tue Feb 14 14:15:09  2017,x,x,x
Tue Feb 14 14:30:08  2017,x,x,x
Tue Feb 14 14:45:16  2017,x,x,x
Tue Feb 14 15:00:13  2017,x,x,x
Tue Feb 14 15:15:08  2017,x,x,x
Tue Feb 14 15:30:04  2017,x,x,x
Tue Feb 14 15:45:10  2017,x,x,x
Tue Feb 14 16:00:15  2017,x,x,x
Tue Feb 14 16:15:05  2017,x,x,x
Tue Feb 14 16:30:20  2017,x,x,x
Tue Feb 14 16:45:07  2017,x,x,x
Tue Feb 14 17:00:30  2017,x,x,x
Tue Feb 14 17:15:02  2017,x,x,x
Tue Feb 14 17:30:06  2017,x,x,x
Tue Feb 14 17:45:05  2017,x,x,x
Tue Feb 14 18:00:46  2017,x,x,x
Tue Feb 14 18:15:29  2017,x,x,x
Tue Feb 14 18:31:33  2017,x,x,x
Tue Feb 14 18:50:59  2017,x,x,x
Tue Feb 14 19:15:31  2017,x,x,x
Tue Feb 14 19:28:01  2017,x,x,x
Tue Feb 14 19:37:16  2017,x,x,x
Tue Feb 14 19:45:04  2017,x,x,x
Tue Feb 14 20:00:04  2017,x,x,x
Tue Feb 14 20:15:06  2017,x,x,x
Tue Feb 14 20:30:02  2017,x,x,x
Tue Feb 14 20:45:05  2017,x,x,x
Tue Feb 14 21:00:19  2017,x,x,x
Tue Feb 14 21:15:21  2017,x,x,x
Tue Feb 14 21:30:13  2017,x,x,x
Tue Feb 14 21:45:02  2017,x,x,x
Tue Feb 14 22:00:25  2017,x,x,x
Tue Feb 14 22:15:04  2017,x,x,x
Tue Feb 14 22:30:05  2017,x,x,x
Tue Feb 14 22:45:11  2017,x,x,x
Tue Feb 14 23:00:13  2017,x,x,x
Tue Feb 14 23:15:02  2017,x,x,x
Tue Feb 14 23:30:21  2017,x,x,x
Tue Feb 14 23:45:01  2017,x,x,x
Wed Feb 15 00:00:04  2017,x,x,x
Wed Feb 15 00:15:51  2017,x,x,x
Wed Feb 15 00:31:46  2017,x,x,x
Wed Feb 15 00:48:44  2017,x,x,x
Wed Feb 15 01:16:14  2017,x,x,x
Wed Feb 15 01:29:58  2017,x,x,x
Wed Feb 15 01:38:48  2017,x,x,x
Wed Feb 15 01:46:40  2017,x,x,x
Wed Feb 15 02:04:21  2017,x,x,x
Wed Feb 15 02:32:39  2017,x,x,x
Wed Feb 15 02:37:08  2017,x,x,x
Wed Feb 15 03:02:47  2017,x,x,x
Wed Feb 15 03:10:41  2017,x,x,x
Wed Feb 15 03:30:24  2017,x,x,x
Wed Feb 15 03:45:01  2017,x,x,x
Wed Feb 15 04:01:15  2017,x,x,x
Wed Feb 15 04:02:11  2017,x,x,x
Wed Feb 15 04:26:19  2017,x,x,x
Wed Feb 15 04:30:01  2017,x,x,x
Wed Feb 15 04:45:03  2017,x,x,x
Wed Feb 15 05:00:05  2017,x,x,x
Wed Feb 15 05:15:02  2017,x,x,x
Wed Feb 15 05:30:13  2017,x,x,x
Wed Feb 15 05:45:10  2017,x,x,x
Wed Feb 15 06:00:03  2017,x,x,x
Wed Feb 15 06:15:06  2017,x,x,x
Wed Feb 15 06:30:13  2017,x,x,x
Wed Feb 15 06:45:09  2017,x,x,x
Wed Feb 15 07:00:03  2017,x,x,x
Wed Feb 15 07:15:05  2017,x,x,x
Wed Feb 15 07:30:27  2017,x,x,x
Wed Feb 15 07:45:12  2017,x,x,x
Wed Feb 15 08:00:13  2017,x,x,x
Wed Feb 15 08:15:04  2017,x,x,x
Wed Feb 15 08:30:09  2017,x,x,x
Wed Feb 15 08:45:11  2017,x,x,x
Wed Feb 15 09:00:22  2017,x,x,x
Wed Feb 15 09:15:04  2017,x,x,x
Wed Feb 15 09:30:08  2017,x,x,x
Wed Feb 15 09:45:07  2017,x,x,x
Wed Feb 15 10:00:13  2017,x,x,x
Wed Feb 15 10:15:01  2017,x,x,x
Wed Feb 15 10:30:07  2017,x,x,x
Wed Feb 15 10:45:04  2017,x,x,x
Wed Feb 15 11:00:04  2017,x,x,x
Wed Feb 15 11:15:14  2017,x,x,x
Wed Feb 15 11:30:12  2017,x,x,x
Wed Feb 15 11:45:14  2017,x,x,x
Wed Feb 15 12:00:12  2017,x,x,x
Wed Feb 15 12:15:18  2017,x,x,x
Wed Feb 15 12:30:17  2017,x,x,x
Wed Feb 15 12:45:02  2017,x,x,x
Wed Feb 15 13:00:01  2017,x,x,x
Wed Feb 15 13:15:02  2017,x,x,x
Wed Feb 15 13:30:10  2017,x,x,x
Wed Feb 15 13:45:12  2017,x,x,x
Wed Feb 15 14:00:12  2017,x,x,x
Wed Feb 15 14:15:04  2017,x,x,x
Wed Feb 15 22:45:01  2017,x,x,x
Wed Feb 15 15:00:01  2017,x,x,x
Wed Feb 15 15:15:01  2017,x,x,x
Wed Feb 15 15:30:01  2017,x,x,x
Wed Feb 15 15:45:01  2017,x,x,x
Wed Feb 15 16:00:01  2017,x,x,x
Wed Feb 15 16:15:01  2017,x,x,x
Wed Feb 15 16:30:01  2017,x,x,x
Wed Feb 15 16:45:01  2017,x,x,x
Wed Feb 15 17:00:01  2017,x,x,x
Wed Feb 15 17:15:01  2017,x,x,x
Wed Feb 15 17:30:01  2017,x,x,x
Wed Feb 15 17:45:01  2017,x,x,x
Wed Feb 15 18:00:01  2017,x,x,x
Wed Feb 15 18:15:01  2017,x,x,x
Wed Feb 15 18:30:02  2017,x,x,x
Wed Feb 15 18:45:01  2017,x,x,x
Wed Feb 15 19:00:01  2017,x,x,x
Wed Feb 15 19:15:01  2017,x,x,x
Wed Feb 15 19:30:01  2017,x,x,x
Wed Feb 15 19:45:01  2017,x,x,x
Wed Feb 15 20:00:01  2017,x,x,x
Wed Feb 15 20:15:01  2017,x,x,x
Wed Feb 15 20:30:01  2017,x,x,x
Wed Feb 15 20:45:01  2017,x,x,x
