Time of day, ping, download, upload
Mon Feb  6 12:30:01  2017,0,0,0
Mon Feb  6 12:45:01  2017,0,0,0
Mon Feb  6 13:00:01  2017, 74.467 ,3.55 ,0.59 
Mon Feb  6 13:15:01  2017, 53.84 ,3.55 ,3.27 
Mon Feb  6 13:30:01  2017, 45.374 ,4.63 ,1.62 
Mon Feb  6 13:45:01  2017, 44.796 ,1.25 ,1.45 
Mon Feb  6 14:00:01  2017,0,0,0
Mon Feb  6 14:15:01  2017,0,0,0
Mon Feb  6 14:30:01  2017, 39.94 ,2.78 ,1.64 
Mon Feb  6 14:45:01  2017, 58.637 ,3.78 ,1.27 
Mon Feb  6 15:00:01  2017, 40.272 ,4.31 ,0.33 
Mon Feb  6 15:15:01  2017,0,0,0
Mon Feb  6 15:30:01  2017, 48.935 ,4.87 ,1.28 
Mon Feb  6 15:45:01  2017, 38.585 ,2.15 ,2.71 
Mon Feb  6 16:00:01  2017,0,0,0
Mon Feb  6 16:15:01  2017,0,0,0
Mon Feb  6 16:30:01  2017, 45.491 ,3.05 ,4.26 
Mon Feb  6 16:45:01  2017, 40.71 ,3.13 ,6.43 
Mon Feb  6 17:00:01  2017, 40.256 ,1.69 ,10.13 
Mon Feb  6 17:15:01  2017,0,0,0
Mon Feb  6 17:30:01  2017,0,0,0
Mon Feb  6 17:45:01  2017, 46.175 ,2.99 ,4.85 
Mon Feb  6 18:00:01  2017,0,0,0
Mon Feb  6 18:15:01  2017, 41.61 ,0.64 ,6.75 
Mon Feb  6 18:30:01  2017,0,0,0
Mon Feb  6 18:45:01  2017,0,0,0
Mon Feb  6 19:00:01  2017, 47.294 ,9.19 ,9.12 
Mon Feb  6 19:15:01  2017, 45.07 ,3.90 ,5.11 
Mon Feb  6 19:30:01  2017, 45.449 ,3.23 ,5.80 
Mon Feb  6 19:45:01  2017,0,0,0
Mon Feb  6 20:00:01  2017,0,0,0
Mon Feb  6 20:15:01  2017,0,0,0
Mon Feb  6 20:30:01  2017, 47.936 ,3.07 ,5.31 
Mon Feb  6 20:45:01  2017,0,0,0
Mon Feb  6 21:00:01  2017, 51.56 ,6.21 ,6.23 
Mon Feb  6 21:15:01  2017,0,0,0
Mon Feb  6 21:30:01  2017, 52.288 ,1.62 ,10.05 
Mon Feb  6 21:45:01  2017,0,0,0
Mon Feb  6 22:00:02  2017, 57.321 ,4.06 ,4.70 
Mon Feb  6 22:15:01  2017, 40.618 ,0.91 ,6.60 
Mon Feb  6 22:30:01  2017, 48.148 ,1.54 ,2.63 
Mon Feb  6 22:45:01  2017, 50.193 ,2.51 ,3.35 
Mon Feb  6 23:00:02  2017, 47.306 ,2.66 ,6.53 
Mon Feb  6 23:15:01  2017,0,0,0
Mon Feb  6 23:30:01  2017, 46.857 ,1.37 ,4.41 
Mon Feb  6 23:45:01  2017, 40.061 ,2.23 ,5.68 
Tue Feb  7 00:00:02  2017, 39.453 ,6.06 ,7.48 
Tue Feb  7 00:15:01  2017, 59.897 ,4.79 ,5.51 
Tue Feb  7 00:30:01  2017, 44.596 ,9.31 ,7.96 
Tue Feb  7 00:45:01  2017, 42.312 ,3.67 ,3.74 
Tue Feb  7 01:00:01  2017, 42.472 ,4.11 ,3.67 
Tue Feb  7 01:15:01  2017, 39.081 ,3.02 ,7.53 
Tue Feb  7 01:30:01  2017, 45.453 ,12.09 ,10.61 
Tue Feb  7 01:45:01  2017, 36.502 ,2.35 ,4.54 
Tue Feb  7 02:00:01  2017,0,0,0
Tue Feb  7 02:15:01  2017, 40.411 ,6.84 ,10.19 
Tue Feb  7 02:30:01  2017, 104.355 ,11.86 ,7.81 
Tue Feb  7 02:45:01  2017, 37.006 ,6.42 ,18.55 
Tue Feb  7 03:00:01  2017,0,0,0
Tue Feb  7 03:15:01  2017, 31.09 ,5.75 ,6.42 
Tue Feb  7 03:30:01  2017, 30.324 ,9.92 ,7.92 
Tue Feb  7 03:45:01  2017,0,0,0
Tue Feb  7 04:00:01  2017,0,0,0
Tue Feb  7 04:15:01  2017, 36.021 ,9.78 ,9.81 
Tue Feb  7 04:30:01  2017, 38.72 ,12.23 ,14.96 
Tue Feb  7 04:45:01  2017, 33.5 ,10.66 ,12.92 
Tue Feb  7 05:00:01  2017, 36.731 ,8.92 ,19.19 
Tue Feb  7 05:15:01  2017, 40.785 ,5.41 ,13.12 
Tue Feb  7 05:30:01  2017,0,0,0
Tue Feb  7 05:45:01  2017,0,0,0
Tue Feb  7 06:00:01  2017,0,0,0
Tue Feb  7 06:15:02  2017,0,0,0
Tue Feb  7 06:30:01  2017,0,0,0
Tue Feb  7 06:45:01  2017, 40.24 ,10.49 ,2.71 
Tue Feb  7 07:00:01  2017,0,0,0
Tue Feb  7 07:15:01  2017, 45.078 ,0.83 ,6.89 
Tue Feb  7 07:30:01  2017, 43.924 ,2.04 ,8.36 
Tue Feb  7 07:45:01  2017,0,0,0
Tue Feb  7 08:00:01  2017,0,0,0
Tue Feb  7 08:15:01  2017, 51.2 ,3.06 ,7.28 
Tue Feb  7 08:30:01  2017, 46.054 ,3.50 ,8.48 
Tue Feb  7 08:45:01  2017,0,0,0
Tue Feb  7 09:00:01  2017,0,0,0
Tue Feb  7 09:15:01  2017, 55.277 ,3.34 ,4.28 
Tue Feb  7 09:30:01  2017,0,0,0
Tue Feb  7 09:45:01  2017,0,0,0
Tue Feb  7 10:00:01  2017, 54.446 ,5.75 ,2.96 
Tue Feb  7 10:15:01  2017,0,0,0
Tue Feb  7 10:30:01  2017,0,0,0
Tue Feb  7 10:45:01  2017,0,0,0
Tue Feb  7 11:00:01  2017, 60.239 ,3.40 ,6.38 
Tue Feb  7 11:15:02  2017,0,0,0
Tue Feb  7 11:30:01  2017, 47.781 ,0.83 ,6.38 
Tue Feb  7 11:45:01  2017, 53.11 ,0.93 ,5.67 
Tue Feb  7 12:00:01  2017, 42.54 ,5.99 ,6.97 
Tue Feb  7 12:15:01  2017, 46.263 ,4.32 ,3.07 
Tue Feb  7 12:30:01  2017,0,0,0
Tue Feb  7 12:45:01  2017,0,0,0
Tue Feb  7 13:00:01  2017,0,0,0
Tue Feb  7 13:15:01  2017, 45.83 ,1.99 ,7.18 
Tue Feb  7 13:30:01  2017,0,0,0
Tue Feb  7 13:45:01  2017, 52.885 ,3.53 ,6.99 
Tue Feb  7 14:00:01  2017, 40.416 ,4.66 ,5.91 
Tue Feb  7 14:15:01  2017, 52.96 ,3.02 ,6.42 
Tue Feb  7 14:30:01  2017, 57.318 ,1.54 ,4.31 
Tue Feb  7 14:45:01  2017, 40.764 ,4.59 ,7.32 
Tue Feb  7 15:00:01  2017, 45.147 ,5.50 ,14.07 
Tue Feb  7 15:15:01  2017, 52.027 ,2.12 ,6.86 
Tue Feb  7 15:30:01  2017, 53.067 ,4.52 ,8.11 
Tue Feb  7 15:45:01  2017,0,0,0
Tue Feb  7 16:00:01  2017, 51.595 ,2.84 ,8.67 
Tue Feb  7 16:15:01  2017,0,0,0
Tue Feb  7 16:30:01  2017,0,0,0
Tue Feb  7 16:45:01  2017, 41.456 ,1.84 ,7.55 
Tue Feb  7 17:00:01  2017,0,0,0
Tue Feb  7 17:15:01  2017, 44.543 ,5.09 ,5.70 
Tue Feb  7 17:30:01  2017, 46.918 ,1.44 ,2.45 
Tue Feb  7 17:45:01  2017, 54.597 ,2.74 ,2.45 
Tue Feb  7 18:00:01  2017, 53.083 ,2.11 ,6.67 
Tue Feb  7 18:15:01  2017, 51.948 ,4.24 ,3.16 
Tue Feb  7 18:30:01  2017, 58.799 ,2.55 ,6.97 
Tue Feb  7 18:45:01  2017, 38.248 ,3.76 ,4.54 
Tue Feb  7 19:00:01  2017,0,0,0
Tue Feb  7 19:15:01  2017, 45.446 ,4.01 ,6.63 
Tue Feb  7 19:30:01  2017, 38.427 ,0.78 ,4.67 
Tue Feb  7 19:45:01  2017, 49.054 ,2.52 ,7.12 
Tue Feb  7 20:00:01  2017, 47.468 ,4.66 ,3.94 
Tue Feb  7 20:15:01  2017, 39.51 ,4.86 ,6.93 
Tue Feb  7 20:30:01  2017,0,0,0
Tue Feb  7 20:45:01  2017, 45.438 ,2.53 ,6.92 
Tue Feb  7 21:00:01  2017,0,0,0
Tue Feb  7 21:15:01  2017, 43.236 ,0.40 ,5.75 
Tue Feb  7 21:30:02  2017,0,0,0
Tue Feb  7 21:45:01  2017, 39.822 ,1.17 ,4.39 
Tue Feb  7 22:00:01  2017, 54.003 ,1.79 ,12.45 
Tue Feb  7 22:15:01  2017, 46.542 ,2.59 ,6.15 
Tue Feb  7 22:30:01  2017,0,0,0
Tue Feb  7 22:45:01  2017,0,0,0
Tue Feb  7 23:00:01  2017, 44.759 ,2.76 ,9.27 
Tue Feb  7 23:15:01  2017,0,0,0
Tue Feb  7 23:30:01  2017, 52.776 ,0.61 ,9.69 
Tue Feb  7 23:45:01  2017, 60.617 ,2.74 ,8.09 
Wed Feb  8 00:00:01  2017, 68.553 ,2.00 ,3.65 
Wed Feb  8 00:15:01  2017,0,0,0
Wed Feb  8 00:30:01  2017,0,0,0
Wed Feb  8 00:45:01  2017, 40.13 ,3.21 ,5.16 
Wed Feb  8 01:00:01  2017,0,0,0
Wed Feb  8 01:15:02  2017, 40.942 ,2.81 ,17.03 
Wed Feb  8 01:30:01  2017, 35.725 ,5.86 ,15.37 
Wed Feb  8 01:45:01  2017,0,0,0
Wed Feb  8 02:00:01  2017,0,0,0
Wed Feb  8 02:15:01  2017,0,0,0
Wed Feb  8 02:30:01  2017, 32.9 ,8.79 ,9.31 
Wed Feb  8 02:45:01  2017, 33.176 ,3.78 ,12.02 
Wed Feb  8 03:00:01  2017,32.753 ,3.45 ,13.75 
Wed Feb  8 03:15:01  2017, 36.91 ,8.08 ,10.03 
Wed Feb  8 03:30:01  2017, 30.594 ,9.49 ,5.81 
Wed Feb  8 03:45:01  2017, 37.697 ,9.83 ,10.62 
Wed Feb  8 04:00:01  2017,0,0,0
Wed Feb  8 04:15:01  2017,0,0,0
Wed Feb  8 04:30:01  2017,0,0,0
Wed Feb  8 04:45:01  2017,0,0,0
Wed Feb  8 05:00:01  2017, 33.133 ,14.71 ,13.89 
Wed Feb  8 05:15:01  2017, 35.106 ,6.53 ,9.98 
Wed Feb  8 05:30:01  2017,0,0,0
Wed Feb  8 05:45:01  2017, 35.483 ,8.87 ,10.73 
Wed Feb  8 06:00:01  2017, 37.494 ,14.09 ,10.44 
Wed Feb  8 06:15:01  2017,0,0,0
Wed Feb  8 06:30:01  2017,0,0,0
Wed Feb  8 06:45:01  2017,0,0,0
Wed Feb  8 07:00:01  2017, 53.411 ,12.78 ,14.81 
Wed Feb  8 07:15:01  2017, 38.378 ,6.96 ,9.92 
Wed Feb  8 07:30:01  2017,0,0,0
Wed Feb  8 07:45:01  2017,0,0,0
Wed Feb  8 08:00:01  2017, 57.625 ,7.65 ,15.23 
Wed Feb  8 08:15:01  2017, 61.377 ,5.10 ,3.63 
Wed Feb  8 08:30:01  2017,0,0,0
Wed Feb  8 08:45:01  2017, 40.515 ,3.31 ,5.70 
Wed Feb  8 09:00:01  2017, 38.26 ,1.08 ,6.05 
Wed Feb  8 09:15:01  2017, 37.754 ,1.75 ,7.50 
Wed Feb  8 09:30:01  2017, 44.548 ,5.09 ,0.00 
Wed Feb  8 09:45:01  2017,0,0,0
Wed Feb  8 10:00:01  2017,0,0,0
Wed Feb  8 10:15:01  2017,0,0,0
Wed Feb  8 10:30:01  2017,0,0,0
Wed Feb  8 10:45:01  2017,0,0,0
Wed Feb  8 11:00:01  2017,0,0,0
Wed Feb  8 11:15:01  2017,0,0,0
Wed Feb  8 11:30:01  2017,0,0,0
Wed Feb  8 11:45:01  2017,0,0,0
Wed Feb  8 12:00:01  2017,0,0,0
Wed Feb  8 12:15:01  2017,0,0,0
Wed Feb  8 12:30:01  2017,0,0,0
Wed Feb  8 12:45:01  2017,0,0,0
Wed Feb  8 13:00:01  2017,0,0,0
Wed Feb  8 13:15:01  2017,0,0,0
Wed Feb  8 13:30:01  2017,0,0,0
Wed Feb  8 13:45:01  2017,0,0,0
Wed Feb  8 14:00:01  2017,0,0,0
Wed Feb  8 14:15:01  2017,0,0,0
Wed Feb  8 14:30:01  2017,0,0,0
Wed Feb  8 14:45:01  2017,0,0,0
Wed Feb  8 15:00:01  2017,0,0,0
Wed Feb  8 15:15:01  2017,0,0,0
Wed Feb  8 15:30:01  2017,0,0,0
Wed Feb  8 15:45:01  2017,0,0,0
Wed Feb  8 16:00:01  2017,0,0,0
Wed Feb  8 16:15:01  2017,0,0,0
Wed Feb  8 16:30:01  2017,0,0,0
Wed Feb  8 16:45:01  2017,0,0,0
Wed Feb  8 17:00:01  2017,0,0,0
Wed Feb  8 17:15:01  2017,0,0,0
Wed Feb  8 17:30:01  2017,0,0,0
Wed Feb  8 17:45:01  2017,0,0,0 
Wed Feb  8 18:00:01  2017,0,0,0
Wed Feb  8 18:15:01  2017,0,0,0
Wed Feb  8 18:30:01  2017,0,0,0
Wed Feb  8 18:45:01  2017,0,0,0
Wed Feb  8 19:00:01  2017,0,0,0
Wed Feb  8 19:15:01  2017,0,0,0
Wed Feb  8 19:30:01  2017,0,0,0
Wed Feb  8 19:45:01  2017,0,0,0
Wed Feb  8 20:00:01  2017,0,0,0
Wed Feb  8 20:15:01  2017,0,0,0
Wed Feb  8 20:30:01  2017,0,0,0
Wed Feb  8 20:45:01  2017,0,0,0
Wed Feb  8 21:00:01  2017,0,0,0
Wed Feb  8 21:15:01  2017,0,0,0
Wed Feb  8 21:30:01  2017,0,0,0
Wed Feb  8 21:45:01  2017,0,0,0
Wed Feb  8 22:00:01  2017,0,0,0
Wed Feb  8 22:15:01  2017,0,0,0
Wed Feb  8 22:30:01  2017,0,0,0
Wed Feb  8 22:45:01  2017,0,0,0
Wed Feb  8 23:00:01  2017,0,0,0
Wed Feb  8 23:15:01  2017,0,0,0
Wed Feb  8 23:30:01  2017,0,0,0
Wed Feb  8 23:45:01  2017,0,0,0
Thu Feb  9 00:00:01  2017,0,0,0
Thu Feb  9 00:15:01  2017,0,0,0
Thu Feb  9 00:30:01  2017,0,0,0
Thu Feb  9 00:45:01  2017,0,0,0
Thu Feb  9 01:00:01  2017,0,0,0
Thu Feb  9 01:15:01  2017,0,0,0
Thu Feb  9 01:30:01  2017,0,0,0
Thu Feb  9 01:45:01  2017,0,0,0
Thu Feb  9 02:00:01  2017,0,0,0
Thu Feb  9 02:15:01  2017,0,0,0
Thu Feb  9 02:30:01  2017,0,0,0
Thu Feb  9 02:45:01  2017, 39.019,5.14 ,1.73 
Thu Feb  9 03:00:01  2017,0,0,0
Thu Feb  9 03:15:01  2017, 32.781 ,11.58 ,4.39 
Thu Feb  9 03:30:01  2017, 33.677 ,13.19 ,4.35 
Thu Feb  9 03:45:01  2017, 32.598 ,11.40 ,2.13 
Thu Feb  9 04:00:01  2017,0,0,0
Thu Feb  9 04:15:01  2017,0,0,0
Thu Feb  9 04:30:01  2017,0,0,0
Thu Feb  9 04:45:01  2017,0,0,0
Thu Feb  9 05:00:01  2017,0,0,0
Thu Feb  9 05:15:01  2017, 37.746 ,12.15 ,1.93 
Thu Feb  9 05:30:01  2017, 39.942 ,15.39 ,1.48 
Thu Feb  9 05:45:01  2017, 33.106 ,7.65 ,2.27 
Thu Feb  9 06:00:01  2017,0,0,0
Thu Feb  9 06:15:01  2017,0,0,0
Thu Feb  9 06:30:01  2017,0,0,0
Thu Feb  9 06:45:01  2017, 31.542 ,9.00 ,2.82 
Thu Feb  9 07:00:01  2017, 39.164 ,5.08 ,2.01 
Thu Feb  9 07:15:01  2017, 31.637 ,4.73 ,1.84 
Thu Feb  9 07:30:01  2017,0,0,0
Thu Feb  9 07:45:01  2017,0,0,0
Thu Feb  9 08:00:01  2017,0,0,0
Thu Feb  9 08:15:01  2017,0,0,0
Thu Feb  9 08:30:01  2017,0,0,0
Thu Feb  9 08:45:01  2017,0,0,0
Thu Feb  9 09:00:01  2017,0,0,0
Thu Feb  9 09:15:01  2017,0,0,0
Thu Feb  9 09:30:01  2017,0,0,0
Thu Feb  9 09:45:01  2017,0,0,0
Thu Feb  9 10:00:01  2017,0,0,0
Thu Feb  9 10:15:01  2017,0,0,0
Thu Feb  9 10:30:01  2017,0,0,0
Thu Feb  9 10:45:01  2017,0,0,0
Thu Feb  9 11:00:01  2017,0,0,0
Thu Feb  9 11:15:01  2017,0,0,0
Thu Feb  9 11:30:01  2017,0,0,0
Thu Feb  9 11:45:01  2017,0,0,0
Thu Feb  9 12:00:01  2017,0,0,0
Thu Feb  9 12:15:01  2017,0,0,0
Thu Feb  9 12:30:01  2017,0,0,0
Thu Feb  9 12:45:01  2017,0,0,0
Thu Feb  9 13:00:01  2017,0,0,0
Thu Feb  9 13:15:01  2017,0,0,0
Thu Feb  9 13:30:01  2017,0,0,0
Thu Feb  9 13:45:01  2017,0,0,0
Thu Feb  9 14:00:01  2017,0,0,0
Thu Feb  9 14:15:01  2017,0,0,0
Thu Feb  9 14:30:01  2017,0,0,0
Thu Feb  9 14:45:01  2017,0,0,0
Thu Feb  9 15:00:01  2017,0,0,0
Thu Feb  9 15:15:01  2017,0,0,0
Thu Feb  9 15:30:01  2017,0,0,0
Thu Feb  9 15:45:01  2017,0,0,0
Thu Feb  9 16:00:01  2017,0,0,0
Thu Feb  9 16:15:01  2017,0,0,0
Thu Feb  9 16:30:01  2017,0,0,0
Thu Feb  9 16:45:01  2017,0,0,0
Thu Feb  9 17:00:01  2017,0,0,0
Thu Feb  9 17:15:02  2017,0,0,0
Thu Feb  9 17:30:01  2017,0,0,0
Thu Feb  9 17:45:01  2017,0,0,0
Thu Feb  9 18:00:01  2017,0,0,0
Thu Feb  9 18:15:01  2017,0,0,0
Thu Feb  9 18:30:01  2017,0,0,0
Thu Feb  9 18:45:01  2017,0,0,0
Thu Feb  9 19:00:01  2017,0,0,0
Thu Feb  9 19:15:01  2017,0,0,0
Thu Feb  9 19:30:01  2017,0,0,0
Thu Feb  9 19:45:01  2017,0,0,0
Thu Feb  9 20:00:01  2017,0,0,0
Thu Feb  9 20:15:01  2017,0,0,0
Thu Feb  9 20:30:01  2017,0,0,0
Thu Feb  9 20:45:01  2017,0,0,0
Thu Feb  9 21:00:01  2017,0,0,0
Thu Feb  9 21:15:01  2017,0,0,0
Thu Feb  9 21:30:01  2017,0,0,0
Thu Feb  9 21:45:01  2017,0,0,0
Thu Feb  9 22:00:01  2017,0,0,0
Thu Feb  9 22:15:01  2017,0,0,0
Thu Feb  9 22:30:01  2017,0,0,0
Thu Feb  9 22:45:01  2017,0,0,0
Thu Feb  9 23:00:01  2017,0,0,0
Thu Feb  9 23:15:01  2017,0,0,0
Thu Feb  9 23:30:01  2017,0,0,0
Thu Feb  9 23:45:01  2017,0,0,0
Fri Feb 10 00:00:01  2017,0,0,0
Fri Feb 10 00:15:01  2017,0,0,0
Fri Feb 10 00:30:01  2017,0,0,0
Fri Feb 10 00:45:01  2017,0,0,0
Fri Feb 10 01:00:01  2017,0,0,0
Fri Feb 10 01:15:01  2017,0,0,0
Fri Feb 10 01:30:01  2017,0,0,0
Fri Feb 10 01:45:01  2017,0,0,0
Fri Feb 10 02:00:01  2017,0,0,0
Fri Feb 10 02:15:01  2017,0,0,0
Fri Feb 10 02:30:02  2017,0,0,0
Fri Feb 10 02:45:01  2017,0,0,0
Fri Feb 10 03:00:01  2017,0,0,0
Fri Feb 10 03:15:01  2017,0,0,0
Fri Feb 10 03:30:01  2017,0,0,0
Fri Feb 10 03:45:01  2017,0,0,0
Fri Feb 10 04:00:01  2017,0,0,0
Fri Feb 10 04:15:02  2017,0,0,0
Fri Feb 10 04:30:01  2017,0,0,0
Fri Feb 10 04:45:01  2017, 35.453 ,6.00 ,12.01 
Fri Feb 10 05:00:01  2017,0,0,0
Fri Feb 10 05:15:01  2017,0,0,0
Fri Feb 10 05:30:01  2017,0,0,0
Fri Feb 10 05:45:01  2017,0,0,0
Fri Feb 10 06:00:01  2017,0,0,0
Fri Feb 10 06:15:02  2017,0,0,0
Fri Feb 10 06:30:01  2017,0,0,0
Fri Feb 10 06:45:01  2017,0,0,0
Fri Feb 10 07:00:02  2017,0,0,0
Fri Feb 10 07:15:01  2017,0,0,0
Fri Feb 10 07:30:01  2017,0,0,0
Fri Feb 10 07:45:01  2017, 46.743 ,3.30 ,1.59 
Fri Feb 10 08:00:01  2017,0,0,0
Fri Feb 10 08:15:01  2017,0,0,0
Fri Feb 10 08:30:01  2017,0,0,0
Fri Feb 10 08:45:01  2017,0,0,0
Fri Feb 10 09:00:01  2017,0,0,0
Fri Feb 10 09:15:01  2017,0,0,0
Fri Feb 10 09:30:01  2017,0,0,0
Fri Feb 10 09:45:01  2017,0,0,0
Fri Feb 10 10:00:01  2017,0,0,0
Fri Feb 10 10:15:01  2017,0,0,0
Fri Feb 10 10:30:01  2017,0,0,0
Fri Feb 10 10:45:01  2017,0,0,0
Fri Feb 10 11:00:01  2017,0,0,0
Fri Feb 10 11:15:01  2017,0,0,0
Fri Feb 10 11:30:01  2017,0,0,0
Fri Feb 10 11:45:01  2017,0,0,0
Fri Feb 10 12:00:01  2017,0,0,0
Fri Feb 10 12:15:01  2017,0,0,0
Fri Feb 10 12:30:01  2017,0,0,0
Fri Feb 10 12:45:01  2017,0,0,0
Fri Feb 10 13:00:01  2017,0,0,0
Fri Feb 10 13:15:01  2017,0,0,0
Fri Feb 10 13:30:01  2017,0,0,0
Fri Feb 10 13:45:01  2017,0,0,0
Fri Feb 10 14:00:01  2017,0,0,0
Fri Feb 10 14:15:01  2017,0,0,0
Fri Feb 10 14:30:01  2017,0,0,0
Fri Feb 10 14:45:01  2017,0,0,0
Fri Feb 10 15:00:01  2017,0,0,0
Fri Feb 10 15:15:01  2017,0,0,0
Fri Feb 10 15:30:01  2017,0,0,0
Fri Feb 10 15:45:01  2017,0,0,0
Fri Feb 10 16:00:01  2017,0,0,0
Fri Feb 10 16:15:01  2017,0,0,0
Fri Feb 10 16:30:01  2017,0,0,0
Fri Feb 10 16:45:01  2017,0,0,0
Fri Feb 10 17:00:01  2017,0,0,0
Fri Feb 10 17:15:01  2017,0,0,0
Fri Feb 10 17:30:01  2017,0,0,0
Fri Feb 10 17:45:01  2017,0,0,0
Fri Feb 10 18:00:01  2017,0,0,0
Fri Feb 10 18:15:01  2017,0,0,0
Fri Feb 10 18:30:01  2017,0,0,0
Fri Feb 10 18:45:01  2017,0,0,0
Fri Feb 10 19:00:01  2017,0,0,0
Fri Feb 10 19:15:01  2017,0,0,0
Fri Feb 10 19:30:01  2017,0,0,0
Fri Feb 10 19:45:01  2017,0,0,0
Fri Feb 10 20:00:02  2017,0,0,0
Fri Feb 10 20:15:01  2017,0,0,0
Fri Feb 10 20:30:01  2017,0,0,0
Fri Feb 10 20:45:01  2017,0,0,0
Fri Feb 10 21:00:01  2017,0,0,0
Fri Feb 10 21:15:01  2017,0,0,0
Fri Feb 10 21:30:01  2017,0,0,0
Fri Feb 10 21:45:01  2017,0,0,0
Fri Feb 10 22:00:02  2017,0,0,0
Fri Feb 10 22:15:01  2017,0,0,0
Fri Feb 10 22:30:01  2017,0,0,0
Fri Feb 10 22:45:01  2017,0,0,0
Fri Feb 10 23:00:01  2017,0,0,0
Fri Feb 10 23:15:01  2017,0,0,0
Fri Feb 10 23:30:01  2017,0,0,0
Fri Feb 10 23:45:01  2017,0,0,0
Sat Feb 11 00:00:02  2017,0,0,0
Sat Feb 11 00:15:01  2017,0,0,0
Sat Feb 11 00:30:01  2017,0,0,0
Sat Feb 11 00:45:01  2017,0,0,0
Sat Feb 11 01:00:01  2017,0,0,0
Sat Feb 11 01:15:01  2017,0,0,0
Sat Feb 11 01:30:01  2017,0,0,0
Sat Feb 11 01:45:01  2017,0,0,0
Sat Feb 11 02:00:01  2017,0,0,0
Sat Feb 11 02:15:02  2017, 37.903 ,5.95 ,14.72 
Sat Feb 11 02:30:02  2017,0,0,0
Sat Feb 11 02:45:01  2017,0,0,0
Sat Feb 11 03:00:01  2017,0,0,0
Sat Feb 11 03:15:01  2017,0,0,0
Sat Feb 11 03:30:02  2017,0,0,0
Sat Feb 11 03:45:01  2017,0,0,0
Sat Feb 11 04:00:01  2017,0,0,0
Sat Feb 11 04:15:01  2017,0,0,0
Sat Feb 11 04:30:02  2017,0,0,0
Sat Feb 11 04:45:01  2017,0,0,0
Sat Feb 11 05:00:02  2017,0,0,0
Sat Feb 11 05:15:02  2017,0,0,0
Sat Feb 11 05:30:02  2017,0,0,0
Sat Feb 11 05:45:01  2017,0,0,0
Sat Feb 11 06:00:01  2017,0,0,0
Sat Feb 11 06:15:01  2017,0,0,0
Sat Feb 11 06:30:02  2017,0,0,0
Sat Feb 11 06:45:02  2017,0,0,0
Sat Feb 11 07:00:01  2017,0,0,0
Sat Feb 11 07:15:02  2017,0,0,0
Sat Feb 11 07:30:02  2017,0,0,0
Sat Feb 11 07:45:04  2017,0,0,0
Sat Feb 11 08:00:01  2017,0,0,0
Sat Feb 11 08:15:01  2017,0,0,0
Sat Feb 11 08:30:01  2017,0,0,0
Sat Feb 11 08:45:02  2017,0,0,0
Sat Feb 11 09:00:01  2017,0,0,0
Sat Feb 11 09:15:01  2017,0,0,0
Sat Feb 11 09:30:01  2017,0,0,0
Sat Feb 11 09:45:01  2017,0,0,0
Sat Feb 11 10:00:01  2017,0,0,0
Sat Feb 11 10:15:01  2017,0,0,0
Sat Feb 11 10:30:01  2017,0,0,0
Sat Feb 11 10:45:01  2017,0,0,0
Sat Feb 11 11:00:01  2017,0,0,0
Sat Feb 11 11:15:01  2017,0,0,0
Sat Feb 11 11:30:02  2017,0,0,0
Sat Feb 11 11:45:01  2017,0,0,0
Sat Feb 11 12:00:01  2017,0,0,0
Sat Feb 11 12:15:01  2017,0,0,0
Sat Feb 11 12:30:01  2017,0,0,0
Sat Feb 11 12:45:01  2017,0,0,0
Sat Feb 11 13:00:04  2017,0,0,0
Sat Feb 11 13:15:05  2017,0,0,0
Sat Feb 11 13:30:02  2017,0,0,0
Sat Feb 11 13:45:02  2017,0,0,0
Sat Feb 11 14:00:01  2017,0,0,0
Sat Feb 11 14:15:02  2017,0,0,0
Sat Feb 11 14:30:01  2017,0,0,0
Sat Feb 11 14:45:01  2017,0,0,0
Sat Feb 11 15:00:01  2017,0,0,0
Sat Feb 11 15:15:04  2017,0,0,0
Sat Feb 11 15:30:02  2017,0,0,0
Sat Feb 11 15:45:01  2017,0,0,0
Sat Feb 11 16:00:02  2017,0,0,0
Sat Feb 11 16:15:01  2017,0,0,0
Sat Feb 11 16:30:01  2017,0,0,0
Sat Feb 11 16:45:01  2017,0,0,0
Sat Feb 11 17:00:03  2017,0,0,0
Sat Feb 11 17:15:01  2017,0,0,0
Sat Feb 11 17:30:05  2017,0,0,0
Sat Feb 11 17:45:01  2017,0,0,0
Sat Feb 11 18:00:01  2017,0,0,0
Sat Feb 11 18:15:03  2017,0,0,0
Sat Feb 11 18:30:04  2017,0,0,0
Sat Feb 11 18:45:02  2017,0,0,0
Sat Feb 11 19:00:01  2017,0,0,0
Sat Feb 11 19:15:01  2017,0,0,0
Sat Feb 11 19:30:04  2017,0,0,0
Sat Feb 11 19:45:01  2017,0,0,0
Sat Feb 11 20:00:02  2017,0,0,0
Sat Feb 11 20:15:01  2017,0,0,0
Sat Feb 11 20:30:04  2017,0,0,0
Sat Feb 11 20:45:03  2017,0,0,0
Sat Feb 11 21:00:01  2017,0,0,0
Sat Feb 11 21:15:02  2017,0,0,0
Sat Feb 11 21:30:02  2017,0,0,0
Sat Feb 11 21:45:01  2017,0,0,0
Sat Feb 11 22:00:02  2017,0,0,0
Sat Feb 11 22:15:04  2017,0,0,0
Sat Feb 11 22:30:01  2017,0,0,0
